County,State,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,LACCESS_POP15,LACCESS_LOWI15,LACCESS_HHNV15,LACCESS_CHILD15,LACCESS_SENIORS15,GROC16,SUPERC16,CONVS16,SPECS16,WICS16,GROCPTH16,SUPERCPTH16,CONVSPTH16,SPECSPTH16,WICSPTH16,FFR16,FSR16,FFRPTH16,FSRPTH16,FOODINSEC_15_17,VLFOODSEC_15_17,FMRKT_WIC18,FMRKT_WICCASH18,POVRATE15,CHILDPOVRATE15,PCT_WIC17
Harvey County,Kansas,"34,811","34,736","34,413",5077.739618,1593.438528,148.2192733,1275.134169,937.3023508,6,1,9,3,5,0.172542704,0.0287571,0.258814056,0.086271352,0.143942878,24,24,0.690170817,0.690170817,13.3,5.6,0,0,9.4,13.5,1.858326384
Haskell County,Kansas,"4,088","4,022","4,031",4256.000002,1600.989099,26.70613546,1325.999999,456.0000014,3,0,2,0,2,0.742942051,0,0.4952947,0,0.497265041,1,4,0.24764735,0.990589401,13.3,5.6,0,0,11.2,16,1.858326384
Hodgeman County,Kansas,"1,860","1,834","1,849",611.6738761,167.4324929,5.284800742,125.2199737,125.4101881,1,0,1,0,1,0.545553737,0,0.545553737,0,0.545256257,0,1,0,0.545553737,13.3,5.6,0,0,9.6,12.2,1.858326384
Jackson County,Kansas,"13,284","13,269","13,321",1799.498378,613.2804453,115.4527122,502.8659458,252.6903699,3,0,5,0,4,0.226261407,0,0.377102346,0,0.301454514,8,6,0.603363753,0.452522815,13.3,5.6,0,0,11.3,14.2,1.858326384
Jefferson County,Kansas,"18,813","18,842","18,990",163.7857105,32.89557658,120.0335169,41.22269016,26.1121329,3,0,14,2,5,0.159100552,0,0.742469241,0.106067034,0.265364617,2,11,0.106067034,0.583368689,13.3,5.6,0,0,9.1,13.9,1.858326384
Jewell County,Kansas,"2,962","2,880","2,855",826.016113,298.1580647,35.36171572,155.4342563,240.1856354,2,0,1,0,2,0.692520776,0,0.346260388,0,0.694444418,2,4,0.692520776,1.385041551,13.3,5.6,0,0,13.5,21.6,1.858326384
Johnson County,Kansas,"579,708","585,921","591,284",94138.79904,13178.54342,1285.450824,25918.77183,9491.852486,83,15,111,33,38,0.141949254,0.0256535,0.189835749,0.0564377,0.064855158,413,446,0.706325806,0.762763461,13.3,5.6,0,0,5.5,6.5,1.858326384
Kearny County,Kansas,"3,936","3,902","3,940",3977,1263.293357,34.84714198,1187,534.9999989,1,0,2,0,1,0.256410256,0,0.512820513,0,0.256278843,2,3,0.512820513,0.769230769,13.3,5.6,0,0,11.5,16.6,1.858326384
Kingman County,Kansas,"7,634","7,412","7,313",2668.320436,785.4787236,67.36346861,592.7305814,587.0900768,2,0,1,0,1,0.269759914,0,0.134879957,0,0.13491635,4,5,0.539519827,0.674399784,13.3,5.6,0,0,11.5,16.9,1.858326384
Kiowa County,Kansas,"2,572","2,510","2,501",2544.175266,937.6187666,96.45531875,548.3300449,479.9380963,0,0,1,0,1,0,0,0.399361022,0,0.398406386,2,3,0.798722045,1.198083067,13.3,5.6,0,0,12.6,16.8,1.858326384
Labette County,Kansas,"20,630","20,313","20,152",4220.460868,1460.129971,228.0523727,1052.819687,777.1604604,4,1,12,2,5,0.196753566,0.0491884,0.590260698,0.098376783,0.246147782,14,18,0.688637482,0.885391048,13.3,5.6,0,0,18.2,27.3,1.858326384
Lane County,Kansas,"1,630","1,593","1,546",389.9888221,76.84198468,6.448340325,106.9639895,65.83149314,1,0,1,0,2,0.625,0,0.625,0,1.255492806,1,2,0.625,1.25,13.3,5.6,0,0,9.6,14.8,1.858326384
Leavenworth County,Kansas,"79,099","80,190","81,032",23532.13256,7778.44947,617.6048401,6500.726863,1737.36227,7,1,18,3,6,0.087374399,0.0124821,0.224677027,0.0374462,0.074822299,35,38,0.436871997,0.474318168,13.3,5.6,0,0,10.7,13.1,1.858326384
Lincoln County,Kansas,"3,144","3,082","3,051",1021.210926,387.7579309,18.19765895,226.8736099,196.9672783,1,0,2,0,1,0.324991875,0,0.64998375,0,0.324464619,0,2,0,0.64998375,13.3,5.6,0,0,12.5,19.5,1.858326384
Linn County,Kansas,"9,582","9,608","9,696",1351.292931,420.4293575,96.73337641,340.9622449,232.8126884,3,0,10,2,3,0.311655932,0,1.038853106,0.207770621,0.312239796,2,5,0.207770621,0.519426553,13.3,5.6,0,0,14,21.2,1.858326384
Logan County,Kansas,"2,786","2,818","2,834",502.559402,231.7829315,7.353909176,127.8105897,89.25882685,1,0,2,2,1,0.355618777,0,0.711237553,0.711237553,0.354861617,1,8,0.355618777,2.844950213,13.3,5.6,0,0,9.4,13.1,1.858326384
Lyon County,Kansas,"33,165","33,425","33,344",5776.67464,2471.471267,175.575405,1554.453223,807.7557861,10,1,14,4,4,0.299401198,0.0299401,0.419161677,0.119760479,0.119670905,22,29,0.658682635,0.868263473,13.3,5.6,0,0,17.5,18.9,1.858326384
McPherson County,Kansas,"28,634","28,411","28,673",7489.585572,1977.735831,145.7962485,1885.084055,1291.832066,7,1,9,2,5,0.246461517,0.0352088,0.316879093,0.070417576,0.175988168,20,23,0.704175762,0.809802127,13.3,5.6,0,0,7.6,10,1.858326384
Marion County,Kansas,"12,047","12,008","11,972",2891.978134,1109.019806,149.5595926,689.6314951,576.0757342,6,0,4,0,4,0.499085011,0,0.332723341,0,0.333111256,5,12,0.415904176,0.998170022,13.3,5.6,0,0,10.9,14.4,1.858326384
Marshall County,Kansas,"9,842","9,783","9,698",1405.647972,484.0133935,63.24991394,330.8217978,289.9286962,4,1,9,1,3,0.40812162,0.102030405,0.918273646,0.102030405,0.306654394,5,9,0.510152025,0.918273646,13.3,5.6,0,0,10.7,14.1,1.858326384
Meade County,Kansas,"4,303","4,238","4,260",2320.270793,838.8975445,18.99097769,714.5471716,341.1096173,1,0,4,0,1,0.235238767,0,0.940955069,0,0.235960364,2,4,0.470477535,0.940955069,13.3,5.6,0,0,9.5,12.3,1.858326384
Miami County,Kansas,"32,756","32,916","33,413",2505.688363,520.1397262,134.7342612,741.0276438,353.9140005,4,1,13,2,5,0.121348178,0.030337,0.394381579,0.0606741,0.151901811,16,22,0.485392713,0.66741498,13.3,5.6,0,0,8.8,11.4,1.858326384
Mitchell County,Kansas,"6,300","6,224","6,191",1288.746436,342.9336408,47.24311734,277.9609458,282.8955429,2,0,7,1,2,0.323310702,0,1.131587456,0.161655351,0.321336746,4,9,0.646621403,1.454898157,13.3,5.6,0,0,10.5,14.8,1.858326384
Montgomery County,Kansas,"33,426","32,820","32,388",8478.636533,3446.048242,396.5871305,1957.002201,1716.753437,3,2,19,1,6,0.091276965,0.0608513,0.578087443,0.0304257,0.182815358,25,23,0.760641373,0.699790063,13.3,5.6,0,0,19.9,27.6,1.858326384
Morris County,Kansas,"5,628","5,552","5,466",1952.188875,421.7568615,46.63188157,473.9374505,363.7169155,1,0,2,1,1,0.179985601,0,0.359971202,0.179985601,0.180115268,5,8,0.899928006,1.439884809,13.3,5.6,0,0,10.8,16.9,1.858326384
Morton County,Kansas,"2,952","2,787","2,744",844.9548861,240.2715325,16.03282586,234.1726295,126.2128224,3,0,1,0,1,1.071428571,0,0.357142857,0,0.358808756,2,2,0.714285714,0.714285714,13.3,5.6,0,0,10.3,15.3,1.858326384
Nemaha County,Kansas,"10,093","10,088","10,098",1415.413131,517.3717191,59.76788764,406.9399737,196.9115727,5,0,5,1,3,0.495049505,0,0.495049505,0.099009901,0.29738304,2,13,0.198019802,1.287128713,13.3,5.6,0,0,8.8,10,1.858326384
Neosho County,Kansas,"16,261","16,062","16,028",1061.216452,421.0451069,85.99675738,278.8200976,169.4278819,4,1,6,0,4,0.249097023,0.0622743,0.373645535,0,0.249034986,6,11,0.373645535,0.685016814,13.3,5.6,0,0,18.9,28.1,1.858326384
Ness County,Kansas,"3,015","2,953","2,878",833.4184283,314.5974871,20.67053305,192.3683239,182.4788872,3,0,0,0,1,1.01488498,0,0,0,0.338638663,2,1,0.676589986,0.338294993,13.3,5.6,0,0,9.4,13.6,1.858326384
Norton County,Kansas,"5,538","5,494","5,436",2008.868235,614.213718,25.92720116,350.6252895,316.2811804,2,0,3,0,2,0.363240102,0,0.544860153,0,0.36403349,3,6,0.544860153,1.089720305,13.3,5.6,0,0,12.7,15.2,1.858326384
Osage County,Kansas,"15,863","15,807","15,830",2040.309361,789.7430312,152.0760689,505.0021282,315.0674499,1,0,12,0,3,0.063335233,0,0.760022801,0,0.18978934,4,13,0.253340934,0.823358034,13.3,5.6,0,0,12.7,17.1,1.858326384
Osborne County,Kansas,"3,642","3,592","3,556",891.7577861,361.6736754,21.97943743,186.9098177,230.5039349,3,0,3,1,2,0.82781457,0,0.82781457,0.27593819,0.556792855,2,2,0.55187638,0.55187638,13.3,5.6,0,0,13.1,20.1,1.858326384
Ottawa County,Kansas,"5,937","5,908","5,834",1735.681659,437.4491286,38.27798519,420.6589332,301.5325063,1,0,3,0,1,0.168947457,0,0.506842372,0,0.169262022,1,5,0.168947457,0.844737287,13.3,5.6,0,0,10,13.8,1.858326384
Pawnee County,Kansas,"6,768","6,717","6,670",1180.231306,393.9624516,47.90705949,231.4938455,228.6842119,1,0,2,1,1,0.148323939,0,0.296647879,0.148323939,0.148875982,4,3,0.593295758,0.444971818,13.3,5.6,0,0,14.5,17.4,1.858326384
Phillips County,Kansas,"5,421","5,404","5,400",1994.556584,599.6451756,49.47273983,498.2980181,384.3842787,3,0,2,1,2,0.556276655,0,0.370851103,0.185425552,0.370096236,5,6,0.927127758,1.11255331,13.3,5.6,0,0,11.1,17,1.858326384
Pottawatomie County,Kansas,"23,126","23,612","23,972",577.4275312,100.8518334,93.67999207,148.1505434,71.92874312,7,0,10,2,5,0.296698173,0,0.423854533,0.084770907,0.211756736,16,11,0.678167253,0.466239986,13.3,5.6,0,0,8.1,10.6,1.858326384
Pratt County,Kansas,"9,696","9,554","9,513",2235.98708,577.2273313,33.10456032,544.7472783,381.7408222,2,1,2,1,2,0.20894275,0.104471375,0.20894275,0.104471375,0.2093364,10,12,1.044713748,1.253656498,13.3,5.6,0,0,10.8,15.6,1.858326384
Rawlins County,Kansas,"2,508","2,500","2,485",715.0675463,232.0100187,13.0582172,129.9995494,160.5885942,2,0,2,0,1,0.799680128,0,0.799680128,0,0.400000006,0,4,0,1.599360256,13.3,5.6,0,0,11.7,19.1,1.858326384
Reno County,Kansas,"63,591","63,184","62,688",15361.54134,4861.621779,529.6295002,3378.164274,3277.673713,10,1,22,3,5,0.158629442,0.0158629,0.348984772,0.0475888,0.079133958,50,39,0.793147208,0.618654822,13.3,5.6,0,0,13.1,17.9,1.858326384
Republic County,Kansas,"4,688","4,660","4,675",1274.504407,438.2506445,54.08043562,248.7095121,302.9626587,2,0,3,0,1,0.430015051,0,0.645022576,0,0.214592278,1,6,0.215007525,1.290045152,13.3,5.6,0,0,11.2,17.3,1.858326384
Rice County,Kansas,"9,925","9,788","9,598",1890.359915,663.2628537,51.43854365,472.6117047,352.8355657,3,0,5,0,3,0.305841574,0,0.509735957,0,0.306497753,9,9,0.917524722,0.917524722,13.3,5.6,0,0,13.8,18.1,1.858326384
Riley County,Kansas,"77,149","75,163","73,982",30210.77045,14112.8843,573.1344441,6414.031505,1845.357477,8,1,23,2,3,0.107313409,0.0134142,0.30852605,0.0268284,0.039913256,49,44,0.657294629,0.590223748,13.3,5.6,0,0,23.4,15.5,1.858326384
Rooks County,Kansas,"5,182","5,123","5,067",750.2111378,244.1266358,12.93064503,188.3482167,142.6631961,3,0,3,0,2,0.5859375,0,0.5859375,0,0.390396237,2,8,0.390625,1.5625,13.3,5.6,0,0,11.7,15.5,1.858326384
Rush County,Kansas,"3,100","3,055","3,065",699.4612675,210.0789335,47.39116489,123.6343429,159.3581133,0,0,2,0,2,0,0,0.650618087,0,0.654664457,2,5,0.650618087,1.626545218,13.3,5.6,0,0,11.5,17.1,1.858326384
Russell County,Kansas,"7,040","7,004","6,929",1732.618368,639.1018267,77.43532937,330.2224326,431.900179,2,0,5,1,2,0.286123033,0,0.715307582,0.143061516,0.285551101,4,5,0.572246066,0.715307582,13.3,5.6,0,0,13.2,20.7,1.858326384
Saline County,Kansas,"55,453","54,977","54,529",10421.37428,3281.992577,269.2445349,2517.060127,1679.707633,6,2,18,4,5,0.108952243,0.0363174,0.326856728,0.072634828,0.090947121,52,35,0.944252769,0.635554749,13.3,5.6,0,0,14.3,21.7,1.858326384
Scott County,Kansas,"4,952","4,983","4,943",569.7966271,196.0070223,3.781008102,157.7522605,67.83937174,1,0,1,2,1,0.199560966,0,0.199560966,0.399121932,0.200682327,4,8,0.798243864,1.596487727,13.3,5.6,0,0,7.7,12,1.858326384
Sedgwick County,Kansas,"511,164","513,188","513,289",135646.4838,52735.5135,3614.487632,36881.60054,13554.77139,74,14,134,31,46,0.14435053,0.0273096,0.2613915,0.0604712,0.089635767,461,367,0.899264788,0.715900601,13.3,5.6,1,0,15.2,20.7,1.858326384
Seward County,Kansas,"23,270","22,878","22,199",1229.812044,428.5648764,18.26034758,409.0191489,115.3025495,5,1,6,1,4,0.219722271,0.0439445,0.263666725,0.0439445,0.174840465,10,17,0.439444542,0.747055722,13.3,5.6,0,0,15,18.2,1.858326384
Shawnee County,Kansas,"178,736","178,426","178,173",43336.69585,16892.34203,1474.939072,11775.78861,5472.037928,28,6,64,16,18,0.157167395,0.0336787,0.359239759,0.08980994,0.100882158,165,103,0.926165003,0.578151487,13.3,5.6,1,1,14.2,19.9,1.858326384
Sheridan County,Kansas,"2,476","2,487","2,531",820.1420596,248.983174,10.0956696,219.4081035,147.4653213,2,0,3,0,1,0.805801773,0,1.208702659,0,0.402090877,1,4,0.402900886,1.611603546,13.3,5.6,0,0,10.9,17.3,1.858326384
Sherman County,Kansas,"5,963","5,954","5,948",4302.23129,1646.112776,159.8179199,952.6613931,848.8107617,0,1,3,1,1,0,0.168208579,0.504625736,0.168208579,0.167954311,6,10,1.009251472,1.682085786,13.3,5.6,0,0,16.5,24.4,1.858326384
Smith County,Kansas,"3,689","3,656","3,636",1439.873526,472.023397,24.79097006,283.9045386,383.6147998,3,0,1,1,1,0.815660685,0,0.271886895,0.271886895,0.273522973,2,4,0.54377379,1.08754758,13.3,5.6,0,0,12.2,16.5,1.858326384
Stafford County,Kansas,"4,216","4,186","4,207",1354.190489,426.1719332,50.73555271,353.8904568,222.3046731,2,0,2,0,2,0.476190476,0,0.476190476,0,0.477783084,1,7,0.238095238,1.666666667,13.3,5.6,0,0,12.8,20.8,1.858326384
Stanton County,Kansas,"2,069","2,089","2,029",235.6184707,93.059396,0.171020085,64.76854132,45.59547697,0,0,1,0,1,0,0,0.476190476,0,0.478697956,1,5,0.476190476,2.380952381,13.3,5.6,0,0,10.9,16.6,1.858326384
Stevens County,Kansas,"5,795","5,661","5,573",945.853677,312.4532661,1.067496775,295.9898108,124.1028344,2,0,3,0,2,0.353669319,0,0.530503979,0,0.353294462,4,6,0.707338638,1.061007958,13.3,5.6,0,0,11.3,15.5,1.858326384
Sumner County,Kansas,"23,403","23,165","23,098",7002.477669,2415.3971,230.4969848,2028.693015,1081.816947,4,1,9,1,4,0.172391501,0.0430979,0.387880877,0.0430979,0.172674298,12,15,0.517174503,0.646468129,13.3,5.6,0,0,11.7,17.6,1.858326384
Thomas County,Kansas,"7,896","7,847","7,830",3715.435505,883.4885902,84.56109239,892.2031816,547.9868725,2,1,2,2,2,0.256049161,0.128024581,0.256049161,0.256049161,0.254874468,7,8,0.896172065,1.024196646,13.3,5.6,0,0,10.9,12,1.858326384
Trego County,Kansas,"2,906","2,849","2,848",214.8515795,74.64246891,13.46775562,31.86284577,54.76994822,1,0,4,0,1,0.349283968,0,1.397135871,0,0.351000339,2,5,0.698567936,1.746419839,13.3,5.6,0,0,10.4,14.6,1.858326384
Wabaunsee County,Kansas,"6,884","6,881","6,839",2946.919378,1022.341954,50.13282487,718.491369,498.9092213,3,0,4,0,,0.435413643,0,0.580551524,0,,3,5,0.435413643,0.725689405,13.3,5.6,0,0,8.3,12.5,1.858326384
Wallace County,Kansas,"1,505","1,502","1,526",1485.000005,458.7452795,29.26502218,374.0000007,302.9999996,1,0,0,0,1,0.664451827,0,0,0,0.665778935,0,0,0,0,13.3,5.6,0,0,12.4,15.9,1.858326384
Washington County,Kansas,"5,568","5,563","5,466",2909.229433,970.3453205,40.33595861,697.4930484,615.9997149,5,0,4,1,3,0.897988506,0,0.718390805,0.179597701,0.539277375,1,8,0.179597701,1.436781609,13.3,5.6,0,0,10.7,13.2,1.858326384
Wichita County,Kansas,"2,164","2,130","2,130",2233.999998,830.9052519,32.14175335,607.9999991,400.9999995,1,0,1,0,1,0.469263257,0,0.469263257,0,0.469483554,1,1,0.469263257,0.469263257,13.3,5.6,0,0,10.9,16.5,1.858326384
Wilson County,Kansas,"8,848","8,700","8,712",1146.578209,508.894173,130.2292707,258.1858175,244.2618073,2,0,10,0,2,0.230070171,0,1.150350857,0,0.229885057,2,10,0.230070171,1.150350857,13.3,5.6,0,0,15.6,24,1.858326384
Woodson County,Kansas,"3,144","3,190","3,145",613.5003846,288.4528127,54.69060562,100.3353454,172.7339877,0,0,2,0,1,0,0,0.625978091,0,0.313479632,2,6,0.625978091,1.877934272,13.3,5.6,0,0,19.5,29.6,1.858326384
Wyandotte County,Kansas,"163,832","164,934","165,313",41854.21107,21636.09636,1731.747548,11639.37618,5114.986416,26,3,52,9,17,0.158133538,0.0182462,0.316267075,0.0547385,0.103071533,111,86,0.675108565,0.523057086,13.3,5.6,0,0,21.9,32.1,1.858326384
Adair County,Kentucky,"19,168","19,264","19,294",1727.437833,981.9643154,341.1022854,431.7774382,273.4959043,4,1,10,1,4,0.206408999,0.0516022,0.516022499,0.0516022,0.207641199,7,8,0.361215749,0.412817999,14.7,6.1,1,0,27.2,41,2.422094498
Allen County,Kentucky,"20,678","20,738","20,921",194.2728502,98.57042524,369.7572184,55.36041721,27.31152307,5,0,8,0,3,0.24120797,0,0.385932751,0,0.144661978,7,9,0.337691157,0.434174345,14.7,6.1,0,0,19.8,30.2,2.422094498
Anderson County,Kentucky,"21,891","22,146","22,518",4575.036331,1280.094715,117.3677565,1269.819533,438.2911914,2,1,9,0,3,0.090317919,0.045159,0.406430636,0,0.135464638,15,11,0.677384393,0.496748555,14.7,6.1,0,1,10.7,16.8,2.422094498
Ballard County,Kentucky,"8,216","8,045","8,021",416.4808678,137.5330679,107.2628104,93.93566081,73.52297117,3,0,6,0,2,0.372347027,0,0.744694055,0,0.248601615,3,3,0.372347027,0.372347027,14.7,6.1,0,0,15.1,24.5,2.422094498
Barren County,Kentucky,"43,566","43,794","43,815",3041.104226,1557.432436,449.6394893,755.2406162,517.8144521,10,1,23,1,9,0.228367855,0.0228368,0.525246066,0.0228368,0.205507606,34,34,0.776450707,0.776450707,14.7,6.1,3,2,19.3,28.7,2.422094498
Bath County,Kentucky,"12,201","12,245","12,378",13.90552064,7.156753205,273.4412655,2.069759604,3.422414312,4,0,6,0,1,0.325971803,0,0.488957705,0,0.081665985,6,2,0.488957705,0.162985902,14.7,6.1,1,0,24.9,37.8,2.422094498
Bell County,Kentucky,"27,391","27,231","26,904",4990.4231,3401.819999,1414.239137,1148.475833,857.3438494,6,1,10,1,9,0.220653133,0.0367755,0.367755222,0.0367755,0.330505669,24,10,0.882612533,0.367755222,14.7,6.1,0,0,44.7,56.8,2.422094498
Boone County,Kentucky,"127,818","129,185","130,611",41574.27109,7339.181968,383.0971391,12252.1038,3504.755815,15,4,44,6,14,0.116140422,0.0309708,0.34067857,0.0464562,0.108371712,129,97,0.998807625,0.751041392,14.7,6.1,1,0,8.2,10.5,2.422094498
Bourbon County,Kentucky,"20,182","20,147","20,132",3142.294819,1542.065042,317.7973922,711.161445,412.8046803,4,1,9,1,3,0.19943162,0.0498579,0.448721145,0.0498579,0.148905545,14,14,0.69801067,0.69801067,14.7,6.1,1,0,14.8,24.4,2.422094498
Boyd County,Kentucky,"48,506","48,109","47,759",10683.9845,4690.263282,384.9598305,2384.636628,1826.631057,7,2,33,4,6,0.145240269,0.0414972,0.684704125,0.082994439,0.124716789,65,35,1.34865964,0.726201345,14.7,6.1,0,0,20.5,29.4,2.422094498
Boyle County,Kentucky,"29,762","29,933","29,958",7764.648736,3545.890976,453.5510908,1808.429518,1323.687411,4,1,14,0,4,0.133832976,0.0334582,0.468415418,0,0.133631781,25,18,0.836456103,0.602248394,14.7,6.1,0,1,17.2,24.9,2.422094498
Bracken County,Kentucky,"8,288","8,367","8,277",47.87093155,18.82399063,209.2157146,11.92520984,9.370372821,1,0,8,0,2,0.119760479,0,0.958083832,0,0.239034295,2,6,0.239520958,0.718562874,14.7,6.1,0,0,15.7,24.7,2.422094498
Breathitt County,Kentucky,"13,369","13,182","12,931",2068.213775,1239.294745,668.464325,435.084283,312.2973939,4,0,5,0,5,0.303283039,0,0.379103799,0,0.379305124,4,2,0.303283039,0.151641519,14.7,6.1,0,0,32.9,42.9,2.422094498
Breckinridge County,Kentucky,"19,987","19,988","20,151",1809.962047,806.5255839,417.5150153,442.0141815,282.933681,6,0,11,0,4,0.300691591,0,0.551267916,0,0.200120077,5,8,0.250576326,0.400922121,14.7,6.1,0,0,19,25.6,2.422094498
Bullitt County,Kentucky,"78,696","79,231","80,284",24247.12978,6737.82825,534.744147,6038.191042,2723.038365,5,1,28,1,7,0.06312414,0.0126248,0.353495184,0.0126248,0.08834926,37,22,0.467118636,0.277746216,14.7,6.1,0,0,9.6,14.5,2.422094498
Butler County,Kentucky,"12,734","12,683","12,798",1031.114364,544.2360171,256.2343097,248.3142334,143.519587,3,0,5,0,4,0.236201874,0,0.39366979,0,0.315382808,6,4,0.472403748,0.314935832,14.7,6.1,0,0,21.6,31.3,2.422094498
Caldwell County,Kentucky,"12,752","12,637","12,677",1429.123304,557.4185856,179.6402486,320.6442732,274.8290073,3,1,7,1,2,0.237736746,0.079245582,0.554719074,0.079245582,0.158265412,14,9,1.109438149,0.713210239,14.7,6.1,0,0,18.8,29.4,2.422094498
Calloway County,Kentucky,"38,658","38,759","38,865",5493.246399,1776.129597,439.1975846,1070.116936,955.8813678,3,1,17,1,4,0.077375426,0.0257918,0.438460745,0.0257918,0.103201836,28,34,0.722170639,0.87692149,14.7,6.1,0,0,21.1,24.1,2.422094498
Campbell County,Kentucky,"91,945","92,055","92,547",27457.74642,6933.967788,957.0068854,6610.811688,3526.114511,17,2,33,4,13,0.184714345,0.0217311,0.35856314,0.0434622,0.141219929,74,68,0.804050677,0.738857379,14.7,6.1,3,0,14.4,17.8,2.422094498
Carlisle County,Kentucky,"4,856","4,787","4,828",115.470763,35.00789818,92.5356453,34.94902117,8.624145748,1,0,4,0,3,0.207641196,0,0.830564784,0,0.626697302,3,4,0.622923588,0.830564784,14.7,6.1,0,0,14.8,25.2,2.422094498
Carroll County,Kentucky,"10,700","10,633","10,728",4090.099033,1907.313354,305.2475967,1031.309011,605.4162662,3,1,5,0,3,0.28304557,0.094348523,0.471742617,0,0.282140493,13,5,1.226530805,0.471742617,14.7,6.1,0,0,17.6,28.7,2.422094498
Carter County,Kentucky,"27,443","27,290","27,193",1528.804702,705.0700387,461.2495908,328.1704052,320.8126393,6,0,19,0,6,0.220215811,0,0.69735007,0,0.219860747,18,14,0.660647434,0.513836893,14.7,6.1,0,0,19.7,29.4,2.422094498
Casey County,Kentucky,"15,746","15,768","15,794",703.5012842,407.8737363,367.4465305,164.0912329,111.4620121,5,0,13,1,3,0.317238754,0,0.82482076,0.063447751,0.190258756,3,6,0.190343252,0.380686505,14.7,6.1,0,0,25.1,38.2,2.422094498
Christian County,Kentucky,"73,155","71,860","71,252",18938.23523,8521.611985,765.7918163,5316.154663,1228.288117,12,2,33,2,12,0.167282359,0.0278804,0.460026486,0.0278804,0.166991368,50,39,0.697009828,0.543667666,14.7,6.1,1,0,20.3,28.9,2.422094498
Clark County,Kentucky,"35,675","35,863","35,940",3670.511611,841.0074031,227.4367857,957.717952,439.3985611,6,1,18,1,6,0.167182145,0.0278637,0.501546435,0.0278637,0.167303354,32,17,0.891638106,0.473682744,14.7,6.1,1,0,15.4,23.9,2.422094498
Clay County,Kentucky,"20,990","20,643","20,273",1989.596233,1001.503295,774.9083818,206.5904408,161.6411501,4,0,10,0,9,0.193395542,0,0.483488856,0,0.435983151,11,6,0.531837741,0.290093313,14.7,6.1,0,0,46.8,53,2.422094498
Clinton County,Kentucky,"10,189","10,208","10,239",10.6970473,4.681431867,156.4898924,3.916637877,0.716740016,2,0,7,0,2,0.195694716,0,0.684931507,0,0.195924759,7,8,0.684931507,0.782778865,14.7,6.1,0,0,26.4,39.6,2.422094498
Crittenden County,Kentucky,"9,169","9,133","9,021",269.6606091,145.5536123,227.3603185,56.33238351,65.04640684,3,0,2,1,2,0.327403689,0,0.218269126,0.109134563,0.218986094,5,4,0.545672815,0.436538252,14.7,6.1,0,0,19.2,31.3,2.422094498
Cumberland County,Kentucky,"6,743","6,738","6,696",110.5837756,67.28354333,148.5117249,25.18404422,22.91079975,2,0,8,0,2,0.296912114,0,1.187648456,0,0.296823978,3,3,0.445368171,0.445368171,14.7,6.1,0,0,24.8,36.2,2.422094498
Daviess County,Kentucky,"99,509","100,043","100,546",15930.51134,4594.24157,373.9095869,4088.877573,2068.382675,16,4,58,4,12,0.16024999,0.0400625,0.580906214,0.0400625,0.119948424,72,69,0.721124955,0.691078082,14.7,6.1,1,0,14.9,20.9,2.422094498
Edmonson County,Kentucky,"11,995","12,081","12,248",306.7849306,143.9391101,234.8128092,61.4249291,64.54997052,2,0,5,0,2,0.165727544,0,0.41431886,0,0.165549204,3,6,0.248591316,0.497182632,14.7,6.1,0,0,20,28.6,2.422094498
Elliott County,Kentucky,"7,548","7,490","7,508",4.531888127,2.02434513,266.2604113,1.081473306,0.617984748,1,0,2,0,3,0.133209005,0,0.26641801,0,0.400534034,2,1,0.26641801,0.133209005,14.7,6.1,0,0,34.4,40.3,2.422094498
Estill County,Kentucky,"14,377","14,318","14,227",1341.490803,789.2543283,350.8011443,298.8962702,258.891808,3,0,3,0,5,0.209132102,0,0.209132102,0,0.349210769,8,8,0.557685605,0.557685605,14.7,6.1,0,0,28.2,38.8,2.422094498
Fayette County,Kentucky,"316,002","319,738","322,193",46941.73446,20001.09085,2481.904874,10271.09376,3993.492578,65,7,109,14,28,0.203728546,0.02194,0.3416371,0.04388,0.087571703,304,279,0.952822737,0.874465604,14.7,6.1,5,0,19.1,22.6,2.422094498
Fleming County,Kentucky,"14,578","14,479","14,428",838.4817284,407.8665325,382.8641373,167.8464714,114.6748,3,0,10,0,3,0.206810975,0,0.689369916,0,0.207196623,4,2,0.275747966,0.137873983,14.7,6.1,0,0,20,31.8,2.422094498
Floyd County,Kentucky,"37,535","36,979","36,261",1950.825795,1045.744081,1418.168442,396.4030579,377.6793036,12,0,25,0,12,0.324596283,0,0.676242257,0,0.324508518,28,15,0.757391328,0.405745354,14.7,6.1,1,0,29.5,43.1,2.422094498
Franklin County,Kentucky,"50,096","50,313","50,504",7305.109511,2750.110758,262.1842942,1585.968788,779.7514168,6,1,33,1,8,0.119424375,0.0199041,0.65683406,0.0199041,0.159004629,41,39,0.816066559,0.776258434,14.7,6.1,1,0,13.7,22.5,2.422094498
Fulton County,Kentucky,"6,269","6,190","6,204",7.188970763,3.567209815,76.73644199,1.627198871,1.425806411,2,0,4,0,5,0.323624595,0,0.647249191,0,0.807754457,4,5,0.647249191,0.809061489,14.7,6.1,0,0,30.4,47.6,2.422094498
Gallatin County,Kentucky,"8,601","8,711","8,745",,,73.78831388,,,2,0,6,1,3,0.229147571,0,0.687442713,0.114573786,0.344392151,2,4,0.229147571,0.458295142,14.7,6.1,0,0,15,23.8,2.422094498
